URL,Title,Status,Response Time (ms),Location,Link Type,Error Message
"https://study4.com/tests/toeic-part-7-training/","Part 7 Triple Passages Introduction",404,169,"Month 2, Tuần 6: Part 4 & Advanced Grammar, Day 4 (Thứ 5)",primary,
"https://www.youtube.com/results?search_query=toeic+part+7+triple+passage","Video: Triple Passage Strategy",200,681,"Month 2, Tuần 6: Part 4 & Advanced Grammar, Day 4 (Thứ 5)",additional,
"https://study4.com/tests/toeic/ets-toeic-2024-test-2-lc-rc/","Part 7 Practice Tests",404,155,"Month 2, Tuần 6: Part 4 & Advanced Grammar, Day 4 (Thứ 5)",additional,
"https://study4.com/tests/toeic-part-5-training/","Mixed Skills Review - All Parts",404,206,"Month 2, Tuần 6: Part 4 & Advanced Grammar, Day 5 (Thứ 6)",primary,
"https://study4.com/tests/toeic/ets-toeic-2024-test-2-lc-rc/","Mixed Practice Tests",404,229,"Month 2, Tuần 6: Part 4 & Advanced Grammar, Day 5 (Thứ 6)",additional,
"https://www.youtube.com/results?search_query=toeic+review+strategies","Review Strategies",200,692,"Month 2, Tuần 6: Part 4 & Advanced Grammar, Day 5 (Thứ 6)",additional,
"https://study4.com/tests/toeic/ets-toeic-2024-test-3-lc-rc/","FULL TEST 3 - ETS 2024",404,169,"Month 2, Tuần 6: Part 4 & Advanced Grammar, Day 6 (Thứ 7)",primary,
"https://www.ets.org/toeic/test-takers/scores.html","ETS Score Conversion",200,413,"Month 2, Tuần 6: Part 4 & Advanced Grammar, Day 6 (Thứ 7)",additional,
"https://www.youtube.com/results?search_query=toeic+final+sprint","Month 3 Sprint Strategy",200,539,"Month 2, Tuần 6: Part 4 & Advanced Grammar, Day 6 (Thứ 7)",additional,
"https://study4.com/tests/toeic-part-7-training/","Part 7 Triple Passage Strategy - 5 min/set",404,200,"Month 2, Tuần 7: Triple Passages & Inference Mastery, Day 1 (Thứ 2)",primary,
"https://www.youtube.com/results?search_query=toeic+triple+passage+speed","Video: Triple Passage Speed Strategy",200,734,"Month 2, Tuần 7: Triple Passages & Inference Mastery, Day 1 (Thứ 2)",additional,
"https://study4.com/tests/toeic/ets-toeic-2024-test-3-lc-rc/","Part 7 Practice Tests",404,209,"Month 2, Tuần 7: Triple Passages & Inference Mastery, Day 1 (Thứ 2)",additional,
"https://study4.com/tests/toeic-part-7-training/","Inference Questions Mastery - NOT/TRUE",404,214,"Month 2, Tuần 7: Triple Passages & Inference Mastery, Day 2 (Thứ 3)",primary,
"https://www.youtube.com/results?search_query=toeic+not+true+questions","Video: NOT/TRUE Questions Strategy",200,598,"Month 2, Tuần 7: Triple Passages & Inference Mastery, Day 2 (Thứ 3)",additional,
"https://study4.com/tests/toeic/ets-toeic-2024-test-3-lc-rc/","Part 7 Practice Tests",404,167,"Month 2, Tuần 7: Triple Passages & Inference Mastery, Day 2 (Thứ 3)",additional,
"https://quizlet.com/vn/515287666/600-essential-words-for-the-toeic-lesson-6-healthcare-pharmaceuticals-flash-cards/","Healthcare & Pharmaceuticals Vocabulary - 40 Words",200,1835,"Month 2, Tuần 7: Triple Passages & Inference Mastery, Day 3 (Thứ 4)",primary,
"https://www.youtube.com/results?search_query=healthcare+vocabulary","Healthcare Vocabulary Video",200,705,"Month 2, Tuần 7: Triple Passages & Inference Mastery, Day 3 (Thứ 4)",additional,
"https://www.englishclub.com/english-for-work/medical.htm","Medical English",200,1683,"Month 2, Tuần 7: Triple Passages & Inference Mastery, Day 3 (Thứ 4)",additional,
"https://study4.com/tests/toeic/ets-toeic-2024-test-3-lc-rc/","Time Management Drills - P5-6: 15min, P7: 55min",404,156,"Month 2, Tuần 7: Triple Passages & Inference Mastery, Day 4 (Thứ 5)",primary,
"https://www.youtube.com/results?search_query=toeic+time+management","Video: Time Management Strategy",200,783,"Month 2, Tuần 7: Triple Passages & Inference Mastery, Day 4 (Thứ 5)",additional,
"https://study4.com/tests/toeic-part-5-training/","Reading Section Practice",404,187,"Month 2, Tuần 7: Triple Passages & Inference Mastery, Day 4 (Thứ 5)",additional,
"https://study4.com/tests/toeic-part-5-training/","Weeks 5-7 Comprehensive Review",404,157,"Month 2, Tuần 7: Triple Passages & Inference Mastery, Day 5 (Thứ 6)",primary,
"https://study4.com/tests/toeic/ets-toeic-2024-test-3-lc-rc/","Month 2 Review",404,399,"Month 2, Tuần 7: Triple Passages & Inference Mastery, Day 5 (Thứ 6)",additional,
"https://www.youtube.com/results?search_query=toeic+comprehensive+review","Comprehensive Review Video",200,698,"Month 2, Tuần 7: Triple Passages & Inference Mastery, Day 5 (Thứ 6)",additional,
"https://study4.com/tests/toeic/ets-toeic-2024-test-4-lc-rc/","FULL TEST 4 - ETS 2024",404,192,"Month 2, Tuần 7: Triple Passages & Inference Mastery, Day 6 (Thứ 7)",primary,
"https://www.ets.org/toeic/test-takers/scores.html","ETS Score Conversion",200,352,"Month 2, Tuần 7: Triple Passages & Inference Mastery, Day 6 (Thứ 7)",additional,
"https://www.youtube.com/results?search_query=toeic+final+month+strategy","Month 3 Final Sprint",200,761,"Month 2, Tuần 7: Triple Passages & Inference Mastery, Day 6 (Thứ 7)",additional,
"https://study4.com/tests/toeic/ets-toeic-2024-test-1-lc-rc/","FULL TEST 5 - Simulation Conditions",404,213,"Month 3, Tuần 9: High Simulation, Day 1 (Thứ 2)",primary,
"https://www.youtube.com/results?search_query=toeic+simulation+test","Simulation Test Tips",200,631,"Month 3, Tuần 9: High Simulation, Day 1 (Thứ 2)",additional,
"https://www.ets.org/toeic/test-takers/answer-sheet.html","Answer Sheet PDF",404,1321,"Month 3, Tuần 9: High Simulation, Day 1 (Thứ 2)",additional,
"https://study4.com/tests/toeic/ets-toeic-2024-test-1-lc-rc/","Deep Correction - LC Focus with Transcription",404,194,"Month 3, Tuần 9: High Simulation, Day 2 (Thứ 3)",primary,
"https://study4.com/tests/toeic-transcripts/","TOEIC Transcripts",404,167,"Month 3, Tuần 9: High Simulation, Day 2 (Thứ 3)",additional,
"https://www.youtube.com/results?search_query=toeic+deep+correction","Deep Correction Method",200,711,"Month 3, Tuần 9: High Simulation, Day 2 (Thứ 3)",additional,
"https://study4.com/tests/toeic/ets-toeic-2024-test-1-lc-rc/","Deep Correction - RC Focus with Translation",404,160,"Month 3, Tuần 9: High Simulation, Day 3 (Thứ 4)",primary,
"https://study4.com/tests/toeic-explanations/","TOEIC Reading Explanations",404,224,"Month 3, Tuần 9: High Simulation, Day 3 (Thứ 4)",additional,
"https://www.youtube.com/results?search_query=toeic+reading+correction","Deep Correction RC Method",200,655,"Month 3, Tuần 9: High Simulation, Day 3 (Thứ 4)",additional,
"https://study4.com/tests/toeic-part-5-training/","Part 5-6 Zero Mistake Drills - 50/50 Target",404,159,"Month 3, Tuần 9: High Simulation, Day 4 (Thứ 5)",primary,
"https://www.youtube.com/results?search_query=toeic+part+5+6+perfect+score","Part 5-6 Zero Mistake Strategy",200,619,"Month 3, Tuần 9: High Simulation, Day 4 (Thứ 5)",additional,
"https://study4.com/grammar/toeic-grammar-checklist/","Grammar Checklist",404,161,"Month 3, Tuần 9: High Simulation, Day 4 (Thứ 5)",additional,
"https://study4.com/tests/toeic-part-5-training/","Weakness Elimination - Top 3 Weaknesses",404,199,"Month 3, Tuần 9: High Simulation, Day 5 (Thứ 6)",primary,
"https://www.youtube.com/results?search_query=toeic+weakness+analysis","Weakness Analysis Method",200,635,"Month 3, Tuần 9: High Simulation, Day 5 (Thứ 6)",additional,
"https://study4.com/tests/toeic/ets-toeic-2024-test-1-lc-rc/","Targeted Practice",404,194,"Month 3, Tuần 9: High Simulation, Day 5 (Thứ 6)",additional,
"https://study4.com/tests/toeic-part-3-training/","Part 3-4 Intensive Marathon - 90 Questions",404,180,"Month 3, Tuần 9: High Simulation, Day 6 (Thứ 7)",primary,
"https://study4.com/tests/toeic-part-3-training/","Part 3 Marathon Practice",404,167,"Month 3, Tuần 9: High Simulation, Day 6 (Thứ 7)",additional,
"https://study4.com/tests/toeic-part-4-training/","Part 4 Marathon Practice",404,181,"Month 3, Tuần 9: High Simulation, Day 6 (Thứ 7)",additional,
"https://study4.com/tests/toeic/ets-toeic-2024-test-2-lc-rc/","FULL TEST 6 - ETS 2024",404,161,"Month 3, Tuần 10: Full Test Marathon, Day 1 (Thứ 2)",primary,
"https://www.ets.org/toeic/test-takers/scores.html","ETS Score Conversion",200,318,"Month 3, Tuần 10: Full Test Marathon, Day 1 (Thứ 2)",additional,
"https://www.youtube.com/results?search_query=toeic+final+week","Final Week Strategy",200,694,"Month 3, Tuần 10: Full Test Marathon, Day 1 (Thứ 2)",additional,
"https://study4.com/tests/toeic/ets-toeic-2024-test-2-lc-rc/","Full Test 6 Analysis - All Parts",404,178,"Month 3, Tuần 10: Full Test Marathon, Day 2 (Thứ 3)",primary,
"https://www.youtube.com/results?search_query=toeic+test+analysis","Test Analysis Method",200,648,"Month 3, Tuần 10: Full Test Marathon, Day 2 (Thứ 3)",additional,
"https://www.youtube.com/results?search_query=toeic+final+week+plan","Final Week Planning",200,628,"Month 3, Tuần 10: Full Test Marathon, Day 2 (Thứ 3)",additional,
"https://quizlet.com/vn/515287661/","Final Vocabulary Review - 500+ Words Spaced Repetition",200,1498,"Month 3, Tuần 10: Full Test Marathon, Day 3 (Thứ 4)",primary,
"https://quizlet.com/search?query=toeic%20vocabulary&type=sets","TOEIC Vocabulary 500+",200,1843,"Month 3, Tuần 10: Full Test Marathon, Day 3 (Thứ 4)",additional,
"https://www.youtube.com/results?search_query=spaced+repetition+vocabulary","Spaced Repetition Method",200,854,"Month 3, Tuần 10: Full Test Marathon, Day 3 (Thứ 4)",additional,
"https://study4.com/tests/toeic-part-5-training/","Grammar & Word Form Speed Test - 40/40 in 15 min",404,166,"Month 3, Tuần 10: Full Test Marathon, Day 4 (Thứ 5)",primary,
"https://study4.com/tests/toeic-part-5-training/","Grammar Speed Test",404,160,"Month 3, Tuần 10: Full Test Marathon, Day 4 (Thứ 5)",additional,
"https://www.youtube.com/results?search_query=toeic+word+form+speed","Word Form Drills",200,693,"Month 3, Tuần 10: Full Test Marathon, Day 4 (Thứ 5)",additional,
"https://study4.com/tests/toeic-part-7-training/","Part 7 Time Management Final - 55 min All Passages",404,166,"Month 3, Tuần 10: Full Test Marathon, Day 5 (Thứ 6)",primary,
"https://www.youtube.com/results?search_query=toeic+part+7+time+management","Part 7 Time Management",200,735,"Month 3, Tuần 10: Full Test Marathon, Day 5 (Thứ 6)",additional,
"https://study4.com/tests/toeic/ets-toeic-2024-test-2-lc-rc/","Full Part 7 Practice",404,211,"Month 3, Tuần 10: Full Test Marathon, Day 5 (Thứ 6)",additional,
"https://study4.com/tests/toeic/ets-toeic-2024-test-3-lc-rc/","FULL TEST 7 - ETS 2024",404,174,"Month 3, Tuần 10: Full Test Marathon, Day 6 (Thứ 7)",primary,
"https://www.ets.org/toeic/test-takers/scores.html","ETS Score Conversion",200,412,"Month 3, Tuần 10: Full Test Marathon, Day 6 (Thứ 7)",additional,
"https://www.youtube.com/results?search_query=toeic+final+preparation","Final Preparation",200,617,"Month 3, Tuần 10: Full Test Marathon, Day 6 (Thứ 7)",additional,
"https://study4.com/tests/toeic-part-5-training/","Targeted Weakness Elimination - Based on Test 7",404,157,"Month 3, Tuần 11-12: Final Preparation & Peak Performance, Day 1 (Thứ 2)",primary,
"https://www.youtube.com/results?search_query=toeic+final+weakness","Final Weakness Elimination",200,620,"Month 3, Tuần 11-12: Final Preparation & Peak Performance, Day 1 (Thứ 2)",additional,
"https://www.youtube.com/results?search_query=toeic+confidence","Confidence Building",200,587,"Month 3, Tuần 11-12: Final Preparation & Peak Performance, Day 1 (Thứ 2)",additional,
"https://study4.com/tests/toeic/ets-toeic-2024-test-4-lc-rc/","FINAL MOCK TEST 8 - Full Simulation",404,161,"Month 3, Tuần 11-12: Final Preparation & Peak Performance, Day 2 (Thứ 3)",primary,
"https://www.youtube.com/results?search_query=toeic+final+mock+test","Final Mock Test Tips",200,652,"Month 3, Tuần 11-12: Final Preparation & Peak Performance, Day 2 (Thứ 3)",additional,
"https://www.youtube.com/results?search_query=toeic+test+day+simulation","Test Day Simulation",200,692,"Month 3, Tuần 11-12: Final Preparation & Peak Performance, Day 2 (Thứ 3)",additional,
"https://study4.com/tests/toeic-part-5-training/","Light Review + Mental Preparation - Relaxation",404,192,"Month 3, Tuần 11-12: Final Preparation & Peak Performance, Day 3 (Thứ 4)",primary,
"https://www.youtube.com/results?search_query=test+mental+preparation","Mental Preparation for Tests",200,745,"Month 3, Tuần 11-12: Final Preparation & Peak Performance, Day 3 (Thứ 4)",additional,
"https://www.youtube.com/results?search_query=relaxation+techniques","Relaxation Techniques",200,742,"Month 3, Tuần 11-12: Final Preparation & Peak Performance, Day 3 (Thứ 4)",additional,
"https://study4.com/tests/toeic-part-1-training/","Part 1-2 Perfection Check - Must be 100%",404,164,"Month 3, Tuần 11-12: Final Preparation & Peak Performance, Day 4 (Thứ 5)",primary,
"https://www.youtube.com/results?search_query=toeic+part+1+perfect","Part 1 Perfect Score",200,702,"Month 3, Tuần 11-12: Final Preparation & Peak Performance, Day 4 (Thứ 5)",additional,
"https://www.youtube.com/results?search_query=toeic+part+2+perfect","Part 2 Perfect Score",200,631,"Month 3, Tuần 11-12: Final Preparation & Peak Performance, Day 4 (Thứ 5)",additional,
"https://study4.com/tests/toeic-part-5-training/","Time Management Final Rehearsal - Complete in 115 min",404,154,"Month 3, Tuần 11-12: Final Preparation & Peak Performance, Day 5 (Thứ 6)",primary,
"https://www.youtube.com/results?search_query=toeic+time+management","Time Management Review",200,647,"Month 3, Tuần 11-12: Final Preparation & Peak Performance, Day 5 (Thứ 6)",additional,
"https://www.youtube.com/results?search_query=relaxation+before+test","Relaxation Before Test",200,652,"Month 3, Tuần 11-12: Final Preparation & Peak Performance, Day 5 (Thứ 6)",additional,
"https://study4.com/","Rest + Confidence Building - Test-day Strategy",200,369,"Month 3, Tuần 11-12: Final Preparation & Peak Performance, Day 6 (Thứ 7)",primary,
"https://www.ets.org/toeic/test-takers/test-day.html","Test Day Checklist",200,287,"Month 3, Tuần 11-12: Final Preparation & Peak Performance, Day 6 (Thứ 7)",additional,
"https://www.youtube.com/results?search_query=test+day+confidence","Final Confidence Building",200,745,"Month 3, Tuần 11-12: Final Preparation & Peak Performance, Day 6 (Thứ 7)",additional,